SIGN, B365H, B365D, B365A, BWH, BWD, BWA, IWH, IWD, IWA, LBH, LBD, LBA, PSH, PSD, PSA, WHH, WHD, WHA, SJH, SJD, SJA, VCH, VCD, VCA
, 3.60, 3.30, 2.05, 3.30, 3.20, 2.15, 3.20, 3.10, 2.10, 3.60, 3.00, 2.05, 3.93, 3.14, 2.19, 3.40, 3.00, 2.15, 3.50, 3.20, 2.05, 3.80, 3.30, 2.10
