ARO;NAC;3.1;3.2;2.3;2.8;3.2;2.45;2.8;3.1;2.3;2.9;2.9;2.4;3.08;3.28;2.5;2.88;3;2.45;3;3.13;2.38;3.1;3.2;2.45
GIL;POR;10;6;1.25;9.5;5.5;1.26;9;4.6;1.27;12;5.2;1.25;14;5.9;1.27;11;5;1.25;12;5.25;1.25;12;6;1.25
GUI;RIO;2.3;3;3.4;2.25;3.1;3.2;2.1;3.1;3.2;2.2;2.9;3.3;2.34;3.11;3.55;2.15;3.1;3.3;2.25;3.13;3.13;2.3;3.2;3.4
MAR;SET;1.83;3.6;4.2;1.9;3.3;4;1.8;3.2;4;1.85;3.25;3.9;1.97;3.55;4.15;1.85;3.3;4;1.9;3.4;4;1.91;3.6;4.2
PAC;BEN;9.5;4.5;1.36;7;4.33;1.42;7.5;4.2;1.35;8.5;4.25;1.36;8.93;4.8;1.41;7.5;4.2;1.4;7.5;4.33;1.36;9.5;4.5;1.4
EST;BRA;2.55;3.25;2.75;2.55;3.25;2.65;2.6;3;2.6;2.6;2.87;2.75;2.68;3.26;2.85;2.8;3.1;2.45;;;;2.7;3.25;2.8
ACA;NAC;2.75;3.1;2.63;2.65;3.1;2.65;2.5;3;2.7;2.7;2.85;2.65;2.86;3.07;2.86;2.6;3;2.7;2.5;3.13;2.75;2.8;3.1;2.8
RIO;SPO;4.33;3.5;1.67;4.75;3.5;1.72;4.5;3.5;1.65;4.75;3.3;1.7;5.46;3.66;1.75;4.5;3.4;1.75;4.5;3.5;1.73;5;3.5;1.8
BRA;ARO;1.4;4.2;9.5;1.42;4.2;7.5;1.4;4;6.5;1.4;3.9;8;1.44;4.5;8.71;1.4;4.2;7.5;1.4;4;8;1.45;4.2;9
MAR;BEL;2;3.2;4;1.95;3.25;3.8;1.9;3.2;3.6;1.95;3;3.9;2.01;3.39;4.2;2;3.2;3.6;1.95;3.3;3.75;2.05;3.3;4
OLH;GIL;2.9;3.1;2.5;2.75;3.2;2.5;2.7;3.1;2.4;2.87;2.9;2.5;3.15;3.16;2.52;2.8;3;2.5;2.88;3.13;2.5;3.1;3.1;2.55
POR;EST;1.44;4.2;7.5;1.44;4.1;7;1.35;4.2;7.5;1.4;4;7;1.46;4.47;8.28;1.44;4;6.5;1.44;4;7;1.45;4.2;8.5
SET;PAC;2.6;3.2;2.7;2.6;3.1;2.7;2.5;3;2.7;2.6;2.9;2.7;2.84;3.22;2.73;2.7;3;2.6;2.6;3.13;2.63;2.8;3.2;2.7
BEN;GUI;1.22;5.5;17;1.22;5.75;12;1.2;5.2;11;1.22;5.25;13;1.27;5.89;14.49;1.2;5.5;13;1.22;5.5;11;1.25;5.75;15
EST;OLH;1.3;5;10;1.28;5;10;1.35;4.2;7.5;1.25;4.8;12;1.34;5.15;11.3;1.25;5;11;1.29;5;10;1.3;5.2;11.5
SPO;BRA;2;3.4;3.75;2;3.5;3.9;1.9;3.2;3.6;1.95;3.25;3.6;1.94;3.62;4.17;2;3.3;3.5;1.95;3.4;3.75;1.95;3.5;3.9
BEL;BEN;10;4.75;1.33;8.75;4.75;1.33;8;4.2;1.33;9;4.33;1.35;11.01;5.18;1.34;8.5;4.5;1.33;8.5;4.5;1.33;11;4.75;1.36
GIL;SET;2.4;3.1;3.1;2.4;3;3;2.2;3.1;3;2.45;2.9;2.9;2.57;3.19;3.05;2.25;3;3.2;2.4;3.13;2.88;2.55;3.1;3
GUI;POR;7;4;1.5;5.75;4.2;1.5;6;3.9;1.45;6.5;3.8;1.45;7.8;4.09;1.52;7;4;1.44;6;4;1.5;6.5;4.2;1.55
NAC;RIO;2.1;3.2;3.6;2;3.25;3.7;1.9;3.2;3.6;2.05;3;3.6;2.14;3.41;3.73;2;3.2;3.6;2.1;3.25;3.4;2.2;3.3;3.6
PAC;MAR;2.5;3.25;2.8;2.45;3.2;2.8;2.4;3.1;2.7;2.45;3;2.75;2.6;3.32;2.91;2.45;3.1;2.8;2.5;3.2;2.8;2.6;3.2;2.9
ARO;ACA;2.5;3;3;2.4;3;3;2.3;3.1;2.8;2.35;2.9;3.1;2.48;3.11;3.28;2.38;2.8;3.2;2.38;3.13;3;2.5;3;3.25
RIO;ACA;1.95;3.2;4.2;2;3;4;2;3.1;3.4;1.9;3;4.25;2.03;3.15;4.65;2;2.9;4;2;3.13;4;2;3.2;4.4
BRA;NAC;1.62;3.75;5.5;1.62;3.7;5.25;1.7;3.4;4.3;1.61;3.5;5.2;1.65;3.96;5.9;1.6;3.75;5;1.62;3.6;5.5;1.7;3.75;5.4
BEN;EST;1.4;4.5;8;1.42;4.1;7.5;1.4;4;6.5;1.45;3.9;6.5;1.44;4.54;8.54;1.44;4;7;1.44;4.33;7;1.45;4.5;7.5
OLH;BEL;2.7;3.1;2.7;2.6;3;2.75;2.6;3;2.6;2.62;2.87;2.7;2.86;3.07;2.81;2.7;2.8;2.75;2.63;3;2.63;2.8;3.1;2.8
PAC;GIL;1.75;3.5;4.75;1.75;3.4;4.6;1.8;3.2;4;1.72;3.2;4.8;1.77;3.62;5.27;1.73;3.4;4.6;1.73;3.3;5;1.8;3.5;5
POR;ARO;1.18;6.5;15;1.2;6;12.5;1.2;5.2;11;1.16;6;18;1.19;7.44;18.63;1.17;6;15;1.18;6;15;1.2;6.5;18
SET;SPO;6;3.75;1.57;5.25;3.7;1.62;4.5;3.5;1.65;5.5;3.4;1.61;6.14;3.96;1.63;5;3.75;1.6;5.75;3.6;1.57;6;3.75;1.62
MAR;GUI;2.38;3.2;3;2.35;3.2;2.95;2.3;3.1;2.8;;;;2.52;3.29;3.03;2.45;3;2.88;2.4;3.13;2.88;2.5;3.2;3.1
ACA;BRA;3.8;3.1;2.1;3.7;3.2;2;3.3;3.2;2;3.8;2.9;2;3.82;3.29;2.15;3.3;3;2.2;3.4;3.2;2.1;3.7;3.3;2.15
EST;MAR;1.73;3.5;5;1.65;3.6;5;1.7;3.4;4.3;1.66;3.4;4.8;1.74;3.8;5.2;1.73;3.4;4.6;1.73;3.5;4.8;1.75;3.5;5.2
GIL;RIO;3.4;3.1;2.25;3.2;3.1;2.25;2.8;3.1;2.3;3.1;2.9;2.3;3.55;2.96;2.44;3.2;3;2.25;3.3;3.13;2.25;3.4;3.1;2.38
GUI;PAC;1.95;3.4;3.9;1.95;3.2;4;1.85;3.2;3.8;1.9;3.1;3.9;1.99;3.38;4.31;1.95;3.2;3.8;1.95;3.3;3.8;2;3.4;4.1
ARO;OLH;1.95;3.25;4.1;1.95;3.2;4;2;3.2;3.3;1.95;3;4;2;3.31;4.4;1.95;3.1;4;1.95;3.25;4;2;3.3;4.2
BEL;SET;2.5;3.1;2.9;2.4;3.1;2.95;2.3;3.1;2.8;2.45;2.9;2.9;2.6;3.1;3.1;2.45;2.9;3;2.4;3.13;2.88;2.55;3.1;3.1
SPO;POR;3.1;3.3;2.3;3.1;3.25;2.2;3;3.1;2.3;3.2;3.1;2.15;3.2;3.39;2.37;3;3.2;2.25;3;3.2;2.25;3.3;3.3;2.3
NAC;BEN;5.75;3.75;1.6;6;3.7;1.55;5.5;3.8;1.5;6;3.6;1.55;6.65;4.09;1.57;5;3.75;1.6;5.8;3.75;1.57;6.25;3.75;1.62
RIO;BRA;3;3.2;2.4;2.85;3.1;2.45;2.7;3.1;2.4;2.9;2.9;2.45;3.24;3.19;2.48;3;3.1;2.3;3;3.13;2.38;3.12;3.2;2.45
GUI;GIL;1.8;3.4;4.75;1.75;3.4;4.6;1.75;3.3;4.2;1.75;3.1;4.8;1.81;3.5;5.2;1.8;3.25;4.4;1.8;3.3;4.8;1.8;3.4;5
MAR;SPO;4.33;3.5;1.83;4;3.5;1.83;4.2;3.3;1.75;4.33;3.1;1.8;4.69;3.51;1.88;4.33;3.3;1.8;4.5;3.3;1.8;4.6;3.5;1.87
BEN;ACA;1.2;6;15;1.18;6;15;1.15;6;13;1.2;5.75;15;1.21;6.79;18.74;1.17;6;15;1.2;6.25;12;1.22;6.25;17
OLH;NAC;5;3.4;1.75;4.5;3.3;1.8;3.6;3.2;1.9;4.8;3.1;1.75;5.08;3.53;1.81;4.5;3.2;1.8;4.8;3.4;1.8;5.25;3.5;1.75
PAC;ARO;2.1;3.2;3.6;2;3.3;3.6;2;3.2;3.3;2.1;3;3.4;2.18;3.32;3.7;2;3.1;3.75;2.05;3.25;3.5;2.2;3.2;3.6
POR;BEL;1.17;7;15;1.18;6;15.5;1.15;6;13;1.15;6.5;21;1.16;7.93;22.56;1.18;6;13;1.17;6.5;15;1.18;7.5;18
SET;EST;4;3.4;1.91;4.33;3.4;1.8;3.6;3.2;1.9;4.1;3.2;1.85;4.49;3.31;1.98;4.2;3.2;1.85;4;3.3;1.9;4.3;3.4;1.95
BEL;PAC;2.63;3.1;2.8;2.55;3;2.85;2.4;3.1;2.7;2.45;2.9;2.85;2.69;3.16;2.97;2.45;3;2.88;2.6;3;2.75;2.6;3.1;3
SPO;GUI;1.44;4.2;7.5;1.4;4;8.5;1.37;4.1;7;1.4;4;8;1.44;4.55;8.7;1.4;4.2;7.5;1.44;4;7;1.45;4.2;9
ACA;OLH;1.57;3.5;7;1.6;3.5;6;1.6;3.4;5.3;1.57;3.3;6.5;1.61;3.74;7.12;1.67;3.25;5.5;1.57;3.4;6.25;1.65;3.5;7
ARO;SET;2.15;3.1;3.6;2.2;3.2;3.2;2.2;3.1;3;2.25;2.9;3.1;2.33;3.31;3.36;2.15;3.1;3.3;2.2;3.13;3.25;2.38;3.1;3.4
EST;RIO;1.73;3.6;4.75;1.72;3.5;4.75;1.7;3.4;4.3;1.7;3.2;5;1.78;3.58;5.35;1.73;3.3;4.8;1.73;3.4;5;1.75;3.5;5.4
GIL;MAR;2.9;3.1;2.5;2.8;3.1;2.5;2.6;3.1;2.5;2.9;2.9;2.4;3.05;3.26;2.53;2.7;3;2.6;2.88;3;2.5;3;3.1;2.6
NAC;POR;5.5;3.75;1.62;5;3.6;1.65;5;3.7;1.55;5.5;3.5;1.57;6.01;3.97;1.63;6;3.6;1.55;5.5;3.6;1.62;6.25;3.8;1.62
BRA;BEN;4.2;3.5;1.85;4.1;3.4;1.83;3.8;3.2;1.85;4.33;3.2;1.8;4.6;3.63;1.86;3.8;3.3;1.91;4.33;3.3;1.83;4.33;3.5;1.87
GUI;EST;2.8;3.1;2.6;2.7;3.1;2.6;2.7;3.1;2.4;2.65;3;2.55;3;3.18;2.65;2.8;3;2.5;2.8;3;2.6;2.9;3.1;2.7
OLH;BRA;5.25;3.6;1.67;4.75;3.5;1.7;4;3.2;1.8;5;3.3;1.66;5.42;3.77;1.72;5;3.5;1.65;5.25;3.4;1.67;5.5;3.6;1.73
PAC;SPO;5.5;3.5;1.67;4.6;3.6;1.72;4.5;3.5;1.65;4.8;3.5;1.66;5.1;3.83;1.74;4.33;3.5;1.75;4.8;3.5;1.67;5;3.5;1.75
GIL;BEL;2.38;3.1;3.1;2.3;3.1;3.1;2.2;3.1;3;2.4;2.9;2.9;2.42;3.18;3.31;2.3;3;3.1;2.38;3.13;3;2.45;3.1;3.2
MAR;ARO;1.91;3.4;4;1.95;3.25;3.9;1.9;3.2;3.6;1.9;3.1;4;1.99;3.39;4.29;1.95;3.2;3.8;1.95;3.25;4;1.95;3.4;4.2
POR;ACA;1.25;5.5;12;1.28;5;10.5;1.25;4.8;9.5;1.25;4.8;12;1.29;5.48;13.83;1.25;4.8;12;1.27;5;10;1.29;5.4;13
SET;NAC;3;3.2;2.38;2.9;3.1;2.45;2.7;3.1;2.4;3;2.9;2.35;3.09;3.29;2.49;2.9;3.1;2.38;2.88;3.13;2.4;3.12;3.2;2.45
BEN;RIO;1.25;5;15;1.25;5.25;11;1.25;4.8;9.5;1.25;5;13;1.26;5.8;15.86;1.25;5;11;1.27;4.8;12;1.25;5.4;15
ACA;SET;2.1;3.3;3.5;2.15;3.2;3.3;2;3.2;3.3;2.15;3;3.3;2.27;3.3;3.55;2.05;3.1;3.6;2.1;3.2;3.3;2.25;3.25;3.5
BEL;GUI;2.75;3;2.75;2.8;3.1;2.5;2.6;3;2.6;2.8;2.8;2.6;2.79;3.11;2.86;2.8;3;2.5;2.63;3;2.75;2.8;3;2.88
NAC;MAR;2.2;3.2;3.4;2.05;3.3;3.4;2.2;2.9;3.2;2.1;3.1;3.3;2.23;3.36;3.53;2.15;3.1;3.3;2.2;3.25;3.25;2.25;3.25;3.5
RIO;OLH;1.67;3.6;5.5;1.65;3.4;5.5;1.6;3.6;4.8;1.6;3.3;6;1.69;3.58;6.18;1.65;3.3;5.5;1.62;3.5;5.5;1.67;3.6;6
SPO;GIL;1.22;5.5;15;1.22;5.5;12.5;1.2;5.2;11;1.25;5;13;1.26;5.95;14.5;1.25;5;11;1.25;5.25;12;1.25;5.5;15
ARO;BEN;13;4.5;1.3;11;4.5;1.3;8.5;4.4;1.3;11;4.5;1.3;12.1;5.21;1.32;9;4.2;1.35;10;4.33;1.33;12;4.75;1.33
BRA;POR;4.5;3.5;1.8;4.4;3.4;1.8;4.2;3.3;1.75;4.33;3.25;1.8;4.49;3.49;1.92;4.33;3.3;1.8;4.33;3.4;1.8;4.75;3.5;1.85
EST;PAC;1.75;3.5;4.75;1.65;3.6;5;1.65;3.5;4.5;1.72;3.25;4.8;1.76;3.74;5.14;1.73;3.4;4.6;1.73;3.5;4.8;1.8;3.5;5.2
GUI;ARO;2.3;3.2;3.2;2.2;3.1;3.3;2.2;3.1;3;2.2;2.9;3.3;2.35;3.18;3.47;2.3;3;3.1;2.25;3.13;3.13;2.38;3.12;3.4
BEL;SPO;6;3.6;1.62;6.25;3.3;1.62;5;3.5;1.6;5.75;3.3;1.62;6.29;3.88;1.63;5;3.3;1.7;5.75;3.4;1.62;6.25;3.6;1.67
BEN;OLH;1.1;9;21;1.11;9;15;1.1;7;15;1.13;7.5;21;1.15;8.8;22;1.12;7;17;1.13;8;17;1.13;9;23
GIL;EST;4.75;3.4;1.8;4.33;3.4;1.8;4.2;3.3;1.75;4.33;3.1;1.85;4.82;3.47;1.87;4.2;3.25;1.83;4.33;3.3;1.83;4.75;3.4;1.87
MAR;ACA;2;3.3;3.8;1.95;3.25;3.9;1.9;3.2;3.6;2.05;2.9;3.7;2.08;3.24;4.16;2;3.1;3.8;2.05;3.25;3.6;2.15;3.3;3.75
PAC;NAC;2.3;3.25;3.1;2.3;3.25;3;2.2;3.1;3;2.35;3;2.9;2.38;3.27;3.28;2.38;3.2;2.8;2.3;3.25;3;2.38;3.3;3.2
POR;RIO;1.25;5;15;1.26;5.25;10.5;1.2;5.2;11;1.22;5;13;1.26;5.89;15.84;1.25;5;11;1.25;5;12;1.29;5.4;15
SET;BRA;3.3;3.5;2.1;3;3.3;2.25;3;3.1;2.2;3.3;3.1;2.1;3.67;3.36;2.18;3.2;3.2;2.15;3.25;3.25;2.1;3.4;3.4;2.2
NAC;SPO;3.75;3.4;2;4;3.5;1.83;3.5;3.3;1.9;3.6;3.2;1.95;3.96;3.64;1.99;3.5;3.4;1.95;3.75;3.4;1.95;3.9;3.4;2
ACA;GUI;2.3;3;3.4;2.15;3.2;3.3;2.2;3.1;3;2.2;2.9;3.3;2.32;3.18;3.52;2.25;3;3.2;2.25;3.13;3.13;2.3;3.12;3.5
ARO;GIL;2.25;3.1;3.4;2.3;2.95;3.25;;;;2.25;2.9;3.1;2.42;3.01;3.51;2.25;3;3.2;2.3;3;3.13;2.38;3.1;3.4
BEN;SET;1.22;6;11;1.22;5.5;12.5;1.2;5.2;11;1.22;5.5;12;1.25;6.42;13.13;1.2;6;11;1.22;6.25;9;1.25;6.5;12
EST;BEL;2.1;3.25;3.5;2.05;3.3;3.5;;;;2.05;3;3.5;2.15;3.32;3.77;2.1;3.1;3.4;2.1;3.25;3.4;2.15;3.3;3.7
OLH;POR;5.5;3.8;1.62;5.5;3.9;1.55;5;3.7;1.55;5;3.6;1.61;5.91;4.24;1.6;4.8;3.8;1.62;5.25;3.75;1.57;5.5;3.8;1.65
RIO;PAC;3.5;3.2;2.15;3.1;3.4;2.15;;;;3.4;3;2.1;3.65;3.26;2.22;3.2;3;2.25;3.3;3.2;2.2;3.5;3.2;2.25
BRA;MAR;1.91;3.4;4;1.78;3.5;4.33;1.8;3.2;4;1.8;3.4;4.1;1.9;3.68;4.32;1.83;3.4;4;1.83;3.5;4;1.95;3.4;4.2
BEL;ARO;1.57;3.8;6;1.6;3.7;5.5;1.5;3.8;5.5;1.6;3.3;5.75;1.57;4.02;6.93;1.55;3.6;6;1.57;3.5;6.25;1.6;3.8;6.5
GUI;BRA;2.8;3.25;2.5;2.85;3.2;2.4;2.7;3;2.5;2.8;3.1;2.35;3.04;3.39;2.46;2.8;3.1;2.45;2.88;3.13;2.4;2.9;3.25;2.5
PAC;ACA;1.62;3.6;6;1.6;3.7;5.5;1.6;3.6;4.8;1.61;3.3;5.75;1.62;3.92;6.31;1.6;3.5;5.5;1.62;3.5;5.75;1.65;3.6;6.5
POR;BEN;1.73;3.75;4.5;1.62;3.8;5;1.7;3.4;4.3;1.66;3.5;4.6;1.76;3.92;4.8;1.7;3.5;4.6;1.73;3.6;4.5;1.73;3.75;5.2
SET;OLH;2.7;3.25;2.6;2.45;3.5;2.6;2.55;3.1;2.55;2.55;3.1;2.6;2.78;3.48;2.62;2.62;3.25;2.5;2.6;3.2;2.6;2.75;3.25;2.7
GIL;NAC;2.8;3.25;2.5;3;3.2;2.3;2.7;3.1;2.4;2.87;3;2.4;2.96;3.36;2.53;2.7;3.2;2.45;2.8;3.2;2.4;2.9;3.25;2.55
MAR;RIO;2;3.3;3.8;1.9;3.2;4.2;1.85;3.3;3.7;2;3;3.75;1.98;3.5;4.19;2;3.2;3.6;1.95;3.25;3.8;2;3.3;4
SPO;EST;1.53;3.8;6.5;1.48;3.9;6.75;1.5;3.8;5.5;1.55;3.6;5.75;1.58;4.11;6.47;1.55;3.8;5.5;1.53;3.75;6;1.6;3.8;6.5
