SIGN, B365A, BWA, IWA, LBA, PSA, WHA, SJA, VCA
-1, 2.1, 2.15, 2.2, 2.3, 2.2, 2.2, 2.15, 2
1, 2.3, 2.15, 2.25, 2.3, 2.2, 2.3, 2.15, 2.1
-1, 2.1, 2, 2, 2.1, 1.9, 2.1, 2.1, 1.91
-1, 3.25, 3.5, 3.5, 3.5, 3.2, 3.5, 3.75, 2.88
1, 2.87, 3.2, 2.9, 1.5, 2.8, 1.5, , 2.75
-1, 1.61, 1.6, 1.65, 1.7, 1.61, 1.67, 1.66, 1.5
1, 3, 3.05, 2.9, 3.1, 3, 3, 2.7, 3.25
0, 4.2, 3.7, 4.1, 4, 3.75, 4.5, 3.75, 4
-1, 9, 11, 9.5, 9, 8, 9, 8, 9
0, 2.8, 2.8, 2.95, 2.9, 2.87, 3, 2.8, 3
1, 2.87, 3.4, 3.1, 3.1, 3, 3.2, 3.2, 3
1, 6.5, 7.5, 7, 6, 8, 7, 7, 7
0, 5, 5.25, 5, 4.6, 5, 5, 4.5, 5.5
-1, 1.57, 1.5, 1.55, 1.6, 1.53, 1.57, 1.53, 1.5
-1, 5.5, 6, 5.5, 4.8, 5, 6, 5, 5.5
1, 2.3, 2.1, 2.3, 2.3, 2.25, 2.25, 2.5, 2.5
0, 2, 1.85, 2, 2.1, 1.9, 2, 1.9, 2.1
1, 9, 11.5, 9, 9, 10, 10, 9.5, 10
-1, 1.72, 1.65, 1.65, 1.8, 1.66, 1.73, 1.66, 1.62
0, 3.1, 3.1, 3.1, 3.1, 3.2, 3.2, 3, 3.25
0, 2.1, 2, 2.1, 2.2, 2, 2.1, 2.15, 2.1
0, 5.5, 5.75, 5.75, 5, 5.5, 6, 5.25, 5.5
1, 3.75, 4, 3.85, 3.6, 3.75, 4, 3.5, 3.5
1, 3, 3.1, 3.1, 3.1, 1.5, 3.2, 3.1, 3.2
1, 3.4, 3.45, 3.35, 3.3, 3.2, 3.5, 3.2, 3.6
-1, 2.37, 2.5, 2.45, 2.5, 2.35, 2.38, 2.5, 2.5
-1, 2.62, 2.8, 2.75, 2.7, 2.8, 2.75, 2.8, 2.6
1, 9, 10, 9, 9, 9, 10, 9.5, 12
1, 4.33, 4.35, 4.5, 4.4, 4.33, 5, 5, 4.5
0, 2.87, 3, 2.9, 2.7, 2.87, 3, 3, 2.8
1, 2.1, 2.1, 2.15, 2.1, 2, 2.2, 2.1, 1.91
1, 7.5, 7.25, 7.75, 7.5, 8, 8.5, 8, 7.5
-1, 2.05, 2.25, 2.2, 2.3, 1.5, 2.25, 2.25, 2.1
-1, 1.95, 1.9, 2, 2.2, 1.95, 2, 1.95, 1.83
1, 9.5, 11, 9, 8, 8, 10, 10, 13
-1, 2.8, 3.1, 2.8, 2.7, 2.75, 2.8, 2.8, 2.62
-1, 1.53, 1.55, 1.62, 1.7, 1.53, 1.57, 1.53, 1.53
1, 3.6, 4.45, 4, 3.6, 4, 3.8, 4, 5
0, 3.1, 4.05, 4.2, 4.2, 4.33, 4.33, 4, 4
-1, 4.2, 4.6, 4.5, 4.4, 4.5, 4.75, 4.5, 5
1, 3.3, 3.1, 3, 2.9, 3, 3, 3.1, 3
-1, 3.25, 4.1, 4, 4, 3.75, 4.2, 3.9, 3.4
1, 3.75, 3.75, 3.8, 3.5, 3.75, 4, 3.5, 4
1, 10, 10, 10, 10, 11, 11, 11, 13
1, 4.5, 4.75, 4.5, 4.2, 4.33, 4.8, 4.6, 5
-1, 3.1, 3.35, 3.3, 3.3, 3.2, 3.5, 3.2, 3
0, 2.8, 2.7, 2.75, 2.9, 2.6, 2.75, 2.7, 2.62
0, 2.3, 2.35, 2.4, 2.4, 2.3, 2.4, 2.4, 2.25
0, 1.45, 1.45, 1.5, 1.6, 1.57, 1.57, 1.57, 1.5
1, 3.4, 3.95, 3.75, 3.6, 3.75, 4.1, 3.7, 3.75
1, 4, 3.85, 3.6, 3.5, 3.75, 3.75, 3.75, 4
-1, 2.7, 2.6, 2.7, 2.5, 2.6, 2.55, 2.5, 2.5
1, 2.55, 2.7, 2.75, 2.5, 2.5, 2.6, 2.5, 2.75
0, 3.8, 3.4, 3.75, 3.5, 3.5, 3.7, 4, 4
-1, 5, 4.75, 5, 4.6, 5.5, 4.8, 4.25, 5.5
1, 2.62, 2.75, 3, 2.9, 3, 3.05, 2.7, 2.88
-1, 3.1, 3.05, 3, 2.9, 3, 3, 2.9, 3
1, 7, 6.5, 6, 5, 6, 6, 6.5, 6
1, 4, 3.95, 4, 3.8, 3.75, 4, 3.3, 3.75
1, 10, 11, 11, 9.5, 10, 10, 9.5, 9
1, 4.33, 3.95, 4.25, 4, 4, 4.2, 4, 4.5
-1, 3.1, 3.4, 3.5, 3.5, 3.2, 3.6, 3, 3.2
-1, 1.5, 1.55, 1.55, 1.55, 1.5, 1.62, 1.57, 1.5
1, 6, 5.5, 6, 5, 6, 6, 5.5, 5.5
0, 3.3, 3.1, 3, 2.9, 3, 3.4, 3.1, 3
1, 10, 12, 12, 10, 11, 12, 11, 15
1, 2.1, 2.15, 2.25, 2.3, 2.2, 2.3, 2.2, 2.38
1, 1.83, 1.95, 2, 1.9, 1.9, 2, 1.8, 1.8
0, 3, 3.2, 3.2, 2.9, 3, 3.2, 2.8, 3.1
-1, 2.05, 2, 2.1, 2.1, 2, 2.1, 2.05, 2
0, 3.1, 3.3, 3.2, 3.1, 3, 3.2, 2.8, 3.4
1, 2.7, 2.8, 2.65, 2.6, 2.6, 2.62, 2.62, 2.88
0, 6.5, 6.35, 6, 5, 6, 6.5, 5, 6
1, 7.5, 6.75, 7, 6, 7, 7.25, 7.5, 7
1, 3.75, 3.9, 3.9, 3.8, 3.75, 4.2, 3.6, 3.75
-1, 1.44, 1.45, 1.55, 1.5, 1.53, 1.62, 1.55, 1.53
1, 3.4, 3.4, 3.3, 3.2, 3.2, 3.4, 3.3, 3.4
-1, 1.61, 1.65, 1.7, 1.7, 1.61, 1.8, 1.65, 1.83
1, 5.25, 5.75, 5.5, 4.8, 5, 6, 5.25, 6.5
-1, 2.2, 2.25, 2.25, 2.2, 2.25, 2.3, 2.3, 2.38
-1, 4, 3.1, 3.2, 3.2, 3.2, 3.2, 3.4, 3.5
-1, 2.9, 2.9, 2.9, 2.9, 2.8, 2.88, 3, 3
1, 8.5, 8.25, 8.5, 8, 8, 10, 8, 10
1, 2.55, 2.3, 2.45, 2.5, 2.5, 2.38, 2.3, 2.38
1, 2.2, 2.15, 2.25, 2.4, 2.2, 2.25, 2.25, 2.25
0, 3.75, 3.75, 3.75, 3.6, 3.75, 4, 3.75, 4
1, 6, 6.1, 5.5, 5, 6, 6, 6, 6
1, 4.5, 4, 4.25, 4.4, 4.5, 4.5, 4.6, 4.5
1, 2.25, 2.25, 2.35, 2.3, 2.25, 2.4, 2.4, 2.38
1, 6, 5.5, 5.5, 5, 5.5, 5.5, 5, 5
-1, 1.57, 1.6, 1.6, 1.55, 1.57, 1.62, 1.6, 1.57
-1, 2.8, 2.95, 2.8, 2.7, 2.8, 2.88, 2.9, 2.8
-1, 2.5, 2.5, 2.5, 2.5, 2.5, 2.4, 2.55, 2.38
0, 1.7, 1.7, 1.75, 1.75, 1.66, 1.75, 1.72, 1.83
0, 4.5, 4.75, 4.5, 4.2, 4.33, 4.75, 4.3, 4.5
-1, 1.75, 1.65, 1.75, 1.7, 1.72, 1.75, 1.72, 1.73
-1, 5, 4.5, 4.2, 4.2, 4, 4, 3.8, 4
1, 11, 11, 11, 10, 10, 10, 9.5, 11
1, 11, 11, 10, 10, 10, 10, 11, 11
0, 2.1, 2.25, 2.3, 2.4, 2.2, 2.25, 2.3, 2.25
1, 4.5, 4.15, 4.2, 4, 4, 4, 4, 5
1, 2.87, 2.95, 2.8, 2.9, 2.8, 2.8, 2.65, 2.6
1, 11, 11, 11, 10, 11, 11, 11, 13
0, 4.5, 3.85, 4.2, 4, 4, 4.4, 4.5, 4
1, 8.5, 8.65, 8.75, 8, 8, 9, 8.5, 9
0, 4.33, 3.35, 3.4, 3.1, 3.5, 3.75, 3.2, 3.5
0, 1.72, 1.7, 1.77, 1.75, 1.7, 1.75, 1.72, 1.67
0, 2.87, 2.85, 2.8, 2.9, 2.7, 2.8, 2.87, 2.8
-1, 1.4, 1.4, 1.4, 1.4, 1.4, 1.44, 1.36, 1.36
0, 4.2, 4.4, 4.25, 3.8, 4, 4.33, 4.8, 3.6
1, 4.75, 5.15, 5, 4.2, 4.5, 5, 5, 4.5
-1, 2.8, 2.5, 2.6, 2.6, 2.7, 2.6, 2.6, 2.8
-1, 1.61, 1.55, 1.6, 1.5, 1.53, 1.57, 1.61, 1.57
1, 1.53, 1.5, 1.55, 1.55, 1.53, 1.62, 1.55, 1.53
1, 2.5, 2.5, 2.6, 2.6, 2.5, 2.6, 2.4, 2.6
-1, 4.2, 3.95, 3.75, 3.5, 3.75, 3.75, 3.4, 4
0, 3.3, 3.1, 3.2, 3.1, 3.2, 3.5, 3, 3.4
-1, 1.75, 1.7, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75
0, 1.95, 1.95, 1.95, 1.9, 1.9, 1.91, 1.9, 1.95
0, 2.62, 2.5, 2.6, 2.7, 2.5, 2.62, 2.6, 2.6
1, 3.4, 2.95, 3, 2.6, 2.87, 3, 3, 3
0, 9.5, 8.5, 7.5, 6.5, 8, 8.5, 8, 8.5
-1, 15, 12, 11, 12, 12, 11, 11, 11
1, 6.5, 7.75, 7.5, 6, 8, 8.25, 8, 8.5
1, 2.37, 2.15, 2.2, 2.2, 2.2, 2.1, 2.1, 2.2
0, 3.8, 3.5, 3.6, 3.2, 3.75, 3.75, 3.8, 3.6
-1, 4.5, 4.3, 4.6, 4.2, 4.5, 4.5, 4.6, 4.5
-1, 2.45, 2.5, 2.5, 2.5, 2.3, 2.5, 2.5, 2.4
1, 9.5, 7.5, 8, 7, 7, 7.5, 8, 7.5
1, 13, 9, 9, 9, 8, 9, 8.5, 10
0, 7, 5.15, 5, 4.6, 5, 5, 4.25, 5.5
0, 1.8, 1.8, 1.9, 1.9, 1.85, 1.91, 1.72, 1.91
0, 2.25, 2.25, 2.3, 2.2, 2.25, 2.3, 2.15, 2.25
0, 4, 4.15, 4, 4, 4, 4.2, 3.8, 4.33
1, 2.75, 2.6, 2.75, 2.7, 2.7, 2.75, 2.6, 2.75
-1, 2, 1.9, 1.9, 1.85, 1.9, 1.83, 1.83, 1.91
-1, 3.6, 3.6, 3.8, 3.6, 3.5, 4.2, 3.8, 4
0, 12, 11, 11, 12, 11, 13, 12, 11
-1, 2.7, 2.8, 2.75, 2.6, 2.62, 2.75, 2.8, 2.75
-1, 2.9, 2.95, 2.9, 2.9, 2.87, 3, 2.8, 3
-1, 1.4, 1.45, 1.5, 1.55, 1.44, 1.5, 1.5, 1.5
0, 2.2, 2.3, 2.35, 2.5, 2.37, 2.38, 2.3, 2.38
1, 8.5, 7, 8, 8, 7, 9, 8.5, 7
1, 3.2, 3.05, 3.1, 3.1, 3.1, 3, 3, 3.1
1, 5, 5.15, 5, 4, 5, 5.25, 5, 5
1, 5, 5.5, 5, 4.6, 5.5, 5.5, 5.1, 5.5
-1, 1.44, 1.4, 1.44, 1.5, 1.44, 1.5, 1.5, 1.44
1, 7, 7.25, 7, 5.4, 6.5, 7, 7, 6.5
-1, 2.8, 2.8, 2.6, 2.6, 2.6, 2.62, 2.6, 2.75
1, 2.75, 3.1, 2.9, 2.7, 2.7, 2.8, 2.8, 2.88
0, 1.83, 1.85, 1.9, 1.9, 1.9, 1.95, 1.85, 1.83
1, 3.8, 3.75, 3.75, 4, 3.75, 3.75, 3.6, 4
0, 3.25, 3.2, 3.1, 3.1, 3.2, 3, 3, 3.25
0, 3.1, 2.9, 2.8, 2.7, 2.62, 2.9, 2.65, 2.75
1, 3.3, 3, 3.1, 3.1, 3, 3.2, 3, 3.1
1, 8, 8.4, 9, 7.5, 7, 8.5, 1.5, 8.5
-1, 3, 2.8, 2.8, 2.6, 2.7, 2.75, 2.65, 2.75
-1, 1.61, 1.55, 1.68, 1.7, 1.66, 1.67, 1.66, 1.73
0, 3.5, 4, 3.6, 3.6, 3.25, 3.75, 3.3, 3.6
0, 6.5, 8.25, 8, 6.5, 7, 7.5, 7.5, 7.5
1, 8.5, 9, 9, 7, 8, 9.5, 8, 9
1, 3.25, 3.1, 3.1, 3, 3, 3.2, 2.85, 3.2
-1, 4.33, 3.95, 4, 3.8, 4.5, 4.2, 4.33, 4
0, 2.75, 2.85, 2.8, 2.7, 2.75, 2.8, 2.85, 2.88
0, 2.5, 2.45, 2.5, 2.4, 2.6, 2.5, 2.5, 2.62
0, 4.75, 5, 5, 4.6, 5, 5, 5.5, 5.5
-1, 3.3, 3.25, 3.1, 3.2, 3, 3.3, 3.3, 3.25
-1, 1.57, 1.65, 1.65, 1.65, 1.65, 1.73, 1.61, 1.67
1, 5, 4.75, 4.8, 4.4, 5, 4.6, 4.35, 5.5
1, 6.5, 6.5, 6, 5, 7, 6.5, 5.5, 7
1, 3.6, 3.2, 3.2, 3.2, 2.87, 3.2, 3, 3.25
0, 2.8, 2.65, 2.75, 2.7, 2.5, 2.75, 2.6, 2.62
0, 3, 3, 2.8, 2.9, 2.8, 2.9, 3, 2.88
-1, 2.87, 2.85, 2.8, 2.7, 2.7, 2.8, 2.65, 2.62
0, 2.8, 2.9, 2.8, 2.9, 2.87, 2.9, 2.8, 2.88
1, 3.25, 2.85, 3, 3.1, 2.8, 3, 2.7, 3.2
1, 11, 9, 10, 9, 10, 11, 9.5, 10
1, 17, 11, 11, 10, 11, 13, 9, 13
1, 2.3, 2.4, 2.3, 2.2, 2.3, 2.3, 2.35, 2.38
0, 3, 3.5, 3.5, 3.5, 3.2, 3.75, 3.6, 3.4
-1, 3.2, 2.75, 2.75, 2.6, 2.6, 2.8, 2.75, 2.75
0, 3.5, 3.25, 3.4, 3.2, 3.3, 3.5, 3.2, 3.6
1, 3, 3.25, 3.2, 3.1, 3.2, 3.2, 3.6, 3.25
-1, 2.4, 2.45, 2.35, 2.4, 2.37, 2.4, 2.25, 2.38
0, 1.5, 1.47, 1.5, 1.5, 1.5, 1.53, 1.4, 1.5
1, 9.5, 8.25, 8, 7.5, 7, 8, 8, 9
-1, 1.36, 1.45, 1.44, 1.4, 1.5, 1.5, 1.44, 1.44
1, 5.5, 6.15, 6, 4.6, 6, 6, 5.25, 6.5
0, 3.3, 3.2, 3.25, 3.2, 3.2, 3.4, 2.9, 3.4
-1, 5.75, 5.65, 5.5, 4.8, 6, 5.5, 5.25, 6
0, 3, 3, 2.9, 2.7, 2.8, 2.88, 2.9, 3
-1, 3.5, 3.2, 3.25, 3.2, 3.5, 3.2, 3.1, 3.4
0, 6.5, 6.15, 6.25, 5.4, 6, 5.5, 7, 6.5
1, 2.87, 3, 2.8, 2.9, 2.8, 2.75, 2.7, 2.75
-1, 1.61, 1.7, 1.72, 1.75, 1.7, 1.7, 1.66, 1.67
-1, 3, 3, 2.9, 2.6, 2.6, 2.75, 3, 3
1, 2.9, 3.1, 3, 3.2, 2.8, 3.1, 3.1, 3
1, 7.5, 8.25, 7, 8, 7, 7.5, 7, 7.5
1, 9.5, 9, 9.5, 9.5, 8, 9, 9.5, 11
-1, 2.9, 3.1, 3, 3.1, 2.9, 2.9, 3.1, 3
0, 7.5, 6.75, 6.5, 5.4, 7, 7.5, 7, 6.5
0, 3.3, 3.5, 3.5, 3.5, 3.5, 3.4, 3.1, 3.5
1, 5.75, 6.15, 5.5, 4.4, 6, 5.75, 5.5, 5.5
1, 1.66, 1.65, 1.68, 1.55, 1.57, 1.73, 1.61, 1.67
0, 3, 3, 3, 2.9, 3, 2.88, 2.87, 3.2
1, 4.2, 4.25, 4, 3.6, 4, 4, 4.2, 4
-1, 3.75, 4, 3.75, 2.9, 3.75, 4, 3.6, 4
0, 2.8, 2.85, 2.9, 3.6, 2.8, 2.8, 2.8, 3.1
-1, 2.37, 2.4, 2.4, 2.5, 2.3, 2.38, 2.3, 2.38
1, 3.1, 2.85, 3.15, 3.1, 2.8, 2.88, 2.6, 2.88
1, 10, 12.5, 11, 10, 10, 11, 12, 11
0, 3, 3.2, 3.1, 3, 2.62, 3.3, 3.1, 3.1
1, 10, 12.5, 11, 10, 9, 12, 11, 11
1, 2.5, 2.7, 2.7, 2.6, 2.5, 2.6, 2.5, 2.62
1, 4.2, 4.25, 4, 3.8, 3.6, 4.2, 3.8, 4
1, 2.87, 3, 2.9, 3.1, 3, 3, 3.2, 3
1, 10, 12.5, 11, 10, 9, 11, 12, 11
1, 5, 5.5, 5.5, 4.4, 5.5, 5.75, 5, 5.5
-1, 2.5, 2.55, 2.5, 2.7, 2.65, 2.62, 2.6, 2.62
-1, 1.5, 1.45, 1.44, 1.4, 1.44, 1.5, 1.44, 1.5
-1, 4.2, 5, 4.75, 5, 4.33, 4.5, 4.8, 4.33
0, 4.2, 5, 5, 5, 4.2, 5, 5, 4.5
1, 3.3, 3.35, 3.1, 1.5, 3, 3.4, 3, 3.25
0, 1.61, 1.55, 1.6, 1.55, 1.57, 1.62, 1.57, 1.62
-1, 1.57, 1.55, 1.55, 1.5, 1.53, 1.57, 1.53, 1.57
-1, 2.87, 3, 2.9, 3.1, 2.8, 2.88, 3.3, 3
0, 3.25, 3.55, 3.2, 3, 2.62, 3.2, 2.62, 3.25
1, 13, 13, 13, 13, 13, 13, 12, 13
0, 2.5, 2.85, 2.5, 2.45, 2.2, 2.5, 2.2, 2.5
-1, 2.2, 2.3, 2.2, 2.2, 2.1, 2.2, 2.4, 2.2
1, 13, 16, 13, 15, 13, 13, 12, 13
0, 4, 4.05, 4, 3.8, 1.5, 3.8, 3.2, 4
1, 8.5, 10, 9, 10, 9, 9, 9.5, 10
1, 9, 7.25, 7, 5.4, 7, 8, 7, 7.5
0, 1.72, 1.7, 1.73, 1.75, 1.7, 1.75, 1.72, 1.67
0, 5, 5, 5, 4.4, 5, 6, 4.5, 5.5
1, 3, 3.05, 3, 3.1, 3, 3, 3.1, 3.1
-1, 5.5, 5.8, 5.5, 4.8, 6, 5.5, 6, 5.5
-1, 3, 2.7, 3, 2.9, 3, 3, 3.1, 2.88
-1, 3.3, 3.15, 3.25, 3, 3, 3.2, 3.1, 3.25
1, 11, 17, 12, 9.5, 12, 12, 12, 13
-1, 2.37, 2.2, 2.35, 2.5, 2.25, 2.5, 2.25, 2.2
-1, 1.53, 1.5, 1.53, 1.6, 1.53, 1.53, 1.53, 1.53
1, 4.33, 3.75, 4.45, 4.2, 4.33, 4.2, 4.8, 4.5
-1, 8.5, 8.5, 9, 8, 9, 10, 8, 9
-1, 2.1, 2.3, 2.1, 2.1, 2.1, 2.1, 2.2, 2
0, 3.6, 3.65, 3.75, 3.8, 3.6, 3.75, 3.8, 4
1, 3.1, 2.8, 3.3, 3.2, 3.2, 3.2, 3.3, 3.25
-1, 4.5, 4.4, 4.3, 4, 4.33, 4.5, 4.1, 4.5
1, 5.5, 5.25, 5.4, 4.8, 5.5, 5.5, 6, 5.5
0, 2.1, 2.1, 2.3, 2.5, 1.5, 2.2, 2.3, 2.3
-1, 2.6, 2.5, 2.6, 2.6, 2.6, 2.7, 2.6, 2.5
1, 8, 8.25, 8.25, 8, 8, 9.5, 8, 8
1, 2.87, 2.8, 3, 3.2, 3, 3.2, 3.2, 3
-1, 3.2, 3, 3.3, 3.2, 3.1, 3.3, 3.3, 3.5
1, 6, 6.5, 5.5, 4.8, 5.5, 6.5, 5.2, 6
1, 3.1, 3.4, 3.25, 3.2, 3.2, 3.2, 2.9, 3.5
-1, 3.6, 3.45, 3.6, 3.6, 3.5, 3.6, 3.5, 3.6
0, 3.1, 2.8, 3.1, 2.7, 2.8, 3.1, 2.9, 3.2
-1, 2.87, 3, 2.85, 2.9, 2.8, 3, 2.7, 2.88
0, 2.25, 2.1, 2.2, 2.2, 2.2, 2.2, 2.15, 2.1
1, 8.5, 8.25, 8.5, 8, 8, 9, 7, 8.5
0, 4.5, 4, 4.75, 4.2, 4.5, 4.8, 4.75, 5
1, 3.1, 3.2, 3.1, 3.1, 3, 3.2, 3.1, 2.88
1, 5, 6, 5, 4.4, 5, 5, 4.75, 5
1, 3.4, 3, 3.4, 3.1, 3.2, 3.25, 3.3, 3.4
0, 2.2, 2.2, 2.1, 2.1, 2.2, 2.2, 2.1, 2.2
1, 4.33, 4, 4.5, 3.8, 4, 4.2, 4.5, 4.33
1, 1.83, 1.9, 1.83, 2, 1.85, 1.91, 1.95, 1.83
-1, 1.8, 1.8, 1.83, 1.8, 1.72, 1.73, 1.83, 1.73
1, 2.8, 3.15, 3.1, 2.7, 3, 3, 3.1, 3.1
1, 8, 8.5, 8.5, 7.5, 8, 9, 8, 8.5
0, 2.2, 2.15, 2.1, 2.2, 2.1, 2.2, 2, 2
1, 3.75, 4.5, 4, 3.8, 3.75, 4.2, 3.9, 4
0, 2.5, 2.4, 2.65, 2.6, 2.6, 2.6, 2.65, 2.75
1, 2.5, 2.5, 2.55, 2.6, 2.6, 2.6, 2.65, 2.4
1, 8, 8, 8.5, 7, 7.5, 8, 8, 7.5
1, 5, 6.5, 5.75, 4.8, 5, 6, 5.2, 6
-1, 5.5, 6, 6, 4.6, 5.5, 6, 6, 5.5
0, 2.62, 2.65, 2.75, 2.7, 2.65, 2.7, 2.6, 2.62
1, 2.7, 2.8, 2.85, 2.7, 2.8, 2.8, 2.7, 2.88
0, 1.72, 1.6, 1.65, 1.7, 1.66, 1.73, 1.66, 1.62
1, 5, 5, 5, 4.8, 5, 5, 4.6, 5.5
1, 1.8, 1.75, 1.75, 1.7, 1.7, 1.73, 1.7, 1.67
1, 4, 4.35, 4.2, 3.8, 4.33, 4.2, 4.25, 4.5
1, 7.5, 9.25, 8, 7.5, 7, 8, 8, 9
1, 6.5, 6.65, 6.5, 5.4, 7, 7, 7, 7.5
-1, 2.62, 2.8, 2.6, 2.6, 2.6, 2.7, 2.4, 2.8
0, 3.4, 3.2, 3.5, 3.2, 3.4, 3.2, 3.2, 3.5
-1, 3.6, 3.7, 3.65, 4, 3.5, 4, 3.5, 3.5
0, 3.2, 3.3, 3.1, 3.2, 3, 3.2, 2.8, 3
1, 2.8, 2.75, 2.8, 2.7, 2.75, 2.88, 2.75, 3
1, 2.8, 2.65, 2.75, 2.6, 2.75, 2.8, 2.75, 3
-1, 2.5, 2.55, 2.6, 2.3, 2.6, 2.6, 2.5, 3
-1, 8.5, 8, 8, 8, 7.5, 8.5, 8, 9
1, 5, 5, 5.15, 4.4, 4.5, 5.6, 4.8, 5.25
-1, 3.2, 3.65, 3.5, 3.5, 3.5, 3.75, 3.75, 3.5
1, 8.5, 10, 9.5, 8, 9, 10, 9.5, 9
1, 3.4, 3.45, 3.75, 3.7, 3.6, 4, 3.6, 3.75
-1, 3.4, 3.75, 3.5, 3.5, 3.6, 3.5, 3.6, 3.75
0, 2, 2.1, 2, 2, 2, 2.25, 2, 2
1, 3.4, 3.65, 3.75, 3.6, 3.6, 3.6, 3.9, 3.75
-1, 2.1, 2.05, 2.05, 2, 2.05, 2.15, 2.1, 2.2
0, 4, 1.5, 4.75, 4.2, 4.5, 5, 4.6, 4.33
-1, 3.4, 3.55, 3.75, 3.5, 3.6, 4, 3.6, 3.75
0, 1.72, 1.7, 1.75, 1.85, 1.72, 1.8, 1.7, 1.83
0, 8, 6.75, 8.5, 7.5, 8, 9, 8, 10
0, 2.6, 2.65, 2.5, 2.5, 2.5, 2.7, 2.5, 2.75
-1, 2.6, 2.6, 2.6, 2.7, 2.6, 2.62, 2.5, 2.62
-1, 4.2, 4.25, 4.25, 3.6, 4.2, 4.2, 4.2, 4.5
1, 3.4, 3.5, 3.45, 3.1, 3.4, 3.2, 3.2, 3.6
1, 2.7, 2.6, 2.65, 2.7, 2.62, 1.5, 2.65, 2.75
0, 4.5, 4.1, 4.25, 3.6, 4, 4.33, 4.2, 4.5
1, 6, 5.5, 5.75, 5, 6, 6, 5.9, 6
1, 6.5, 6.5, 7, 6, 7, 8.5, 6, 8
0, 2.5, 2.45, 2.65, 2.6, 2.5, 2.7, 2.5, 2.4
1, 2.25, 2.25, 2.2, 2.4, 2.2, 2.3, 2.2, 2.1
0, 7.5, 7, 7.5, 7, 8, 9, 8, 7.5
0, 4, 5, 3.9, 4, 3.75, 4.75, 4, 4.5
1, 4.5, 4.5, 4.75, 4.4, 4.5, 4.75, 4.6, 5
-1, 1.8, 1.7, 1.8, 1.85, 1.8, 1.83, 1.83, 1.8
1, 4.5, 5.25, 4.5, 4, 4, 4.5, 4.3, 4.75
1, 2.75, 2.7, 2.85, 2.9, 2.75, 3, 2.7, 2.88
1, 3.5, 3.75, 4.25, 3.5, 3.5, 4.33, 3.5, 4.1
1, 7.5, 9, 10, 8.5, 8, 10, 8, 9
1, 2.75, 2.7, 2.7, 2.8, 2.5, 2.7, 2.5, 2.8
1, 5.5, 5.25, 5.1, 4.8, 5, 5.5, 4.6, 5.5
0, 2.62, 2.6, 2.85, 2.9, 2.8, 2.9, 2.6, 3
-1, 2.62, 2.5, 2.65, 2.7, 2.7, 2.7, 2.7, 2.75
-1, 1.72, 1.7, 1.8, 1.75, 1.72, 1.8, 1.8, 1.67
-1, 2.62, 2.45, 2.7, 2.7, 2.6, 2.6, 2.7, 2.8
-1, 2.8, 3.4, 2.95, 3.1, 3, 3.2, 3.1, 3.2
1, 2.75, 2.7, 2.75, 2.6, 2.6, 2.8, 2.7, 2.7
0, 2.87, 2.85, 2.9, 3, 2.8, 2.88, 2.9, 2.88
1, 3.6, 3.75, 3.7, 3.6, 3.75, 3.75, 3.9, 3.6
0, 8.5, 6.75, 7.8, 7, 8, 9, 7, 8
0, 4.33, 4.4, 4.4, 4.4, 4.33, 4.5, 4.2, 5
1, 3.75, 4, 3.95, 4, 3.75, 4, 3.9, 4
1, 3.75, 3.8, 3.7, 3.8, 3.75, 4, 3.9, 3.6
1, 6.5, 6.75, 6.9, 6, 7, 7.5, 6.5, 8
-1, 1.66, 1.7, 1.7, 1.65, 1.66, 1.75, 1.66, 1.73
0, 3.75, 4.05, 3.75, 4, 3.75, 4.33, 4, 3.4
1, 2.25, 2.3, 2.35, 2.3, 2.3, 2.38, 2.3, 2.38
-1, 2.37, 2.05, 2.2, 2.3, 2.3, 2.25, 2.3, 2.38
1, 6.5, 6.75, 6, 5.4, 7, 7, 7.5, 8
1, 3, 3.3, 3.2, 3.2, 3, 3.2, 3.2, 3.4
-1, 3, 3.1, 3, 2.9, 3, 3, 2.9, 3
0, 3.5, 3.6, 3.5, 3.5, 3.6, 3.75, 3.35, 4
-1, 4.2, 4.9, 3.95, 4, 4.5, 4.6, 3.8, 5
-1, 3.75, 3.65, 3.65, 3.8, 3.75, 4, 3.5, 4.1
-1, 9.5, 9, 10, 8, 8.5, 10, 10, 11
-1, 1.8, 1.7, 1.75, 1.75, 1.7, 1.8, 1.8, 1.8
1, 4, 4, 3.85, 3.5, 3.75, 4, 3.8, 4.5
0, 3.25, 3.3, 3.5, 3.5, 3.4, 3.4, 3.5, 3.75
1, 5, 5.25, 5, 4.2, 5, 5.5, 4.5, 5
1, 3.5, 3.5, 3.6, 3.5, 3.6, 3.75, 3.5, 3.75
1, 2.4, 2.3, 2.4, 2.4, 2.4, 2.5, 2.35, 2.5
-1, 2.8, 2.7, 3, 2.6, 2.7, 2.75, 2.65, 2.88
1, 4.5, 5, 4.65, 4.2, 4.5, 5, 5, 5
-1, 1.83, 1.75, 1.75, 1.8, 1.75, 1.83, 1.7, 1.73
1, 2.87, 2.9, 2.9, 3.1, 2.8, 3, 2.9, 3.4
1, 4.5, 4.75, 5.25, 4.6, 5.5, 5.5, 5.5, 5
-1, 3, 3.3, 3.25, 3.2, 3, 3.2, 3.1, 3.4
