SIGN, B365H, B365D, B365A, BWH, BWD, BWA, IWH, IWD, IWA, LBH, LBD, LBA, PSH, PSD, PSA, WHH, WHD, WHA, SJH, SJD, SJA, VCH, VCD, VCA
0.00, 2.20, 3.10, 3.50, 2.20, 3.20, 3.20, 2.20, 3.10, 3.00, 2.15, 3.00, 3.30, 2.22, 3.31, 3.62, 2.15, 3.10, 3.30, 2.20, 3.13, 3.30, 2.25, 3.30, 3.40
0.00, 1.40, 4.50, 7.50, 1.40, 4.60, 6.75, 1.40, 4.00, 6.50, 1.36, 4.33, 7.50, 1.43, 4.73, 8.42, 1.40, 4.33, 7.00, 1.40, 4.33, 7.00, 1.40, 4.60, 8.00
0.00, 3.00, 3.20, 2.40, 3.00, 3.10, 2.35, 2.80, 3.10, 2.30, 3.00, 3.00, 2.30, 3.26, 3.31, 2.38, 3.10, 3.10, 2.25, 3.00, 3.20, 2.30, 3.12, 3.30, 2.40
-1.00, 2.30, 3.20, 3.20, 2.30, 3.20, 3.00, 2.20, 3.10, 3.00, 2.25, 3.00, 3.10, 2.40, 3.29, 3.25, 2.30, 3.10, 3.00, 2.30, 3.20, 3.00, 2.40, 3.25, 3.20
1.00, 1.67, 3.50, 5.50, 1.62, 3.60, 5.50, 1.65, 3.50, 4.50, 1.70, 3.20, 5.20, 1.76, 3.62, 5.55, 1.73, 3.40, 4.60, 1.73, 3.40, 5.00, 1.75, 3.50, 5.50
0.00, 3.20, 3.40, 2.20, 3.25, 3.30, 2.15, 3.00, 3.10, 2.20, 3.20, 3.10, 2.15, 3.45, 3.49, 2.21, 3.00, 3.20, 2.25, 3.20, 3.20, 2.20, 3.30, 3.40, 2.20
0.00, 2.30, 3.20, 3.20, 2.30, 3.10, 3.10, 2.30, 3.10, 2.80, 2.20, 3.00, 3.25, 2.25, 3.40, 3.41, 2.25, 3.20, 3.00, 2.25, 3.20, 3.13, 2.30, 3.25, 3.40
1.00, 2.50, 3.10, 2.90, 2.40, 3.20, 2.85, 2.30, 3.10, 2.80, 2.45, 2.90, 2.90, 2.68, 3.15, 2.95, 2.30, 3.00, 3.10, 2.50, 3.13, 2.80, 2.62, 3.10, 3.00
1.00, 2.60, 3.00, 2.90, 2.40, 3.10, 2.95, 2.40, 3.10, 2.70, 2.50, 2.87, 2.85, 2.65, 3.13, 3.00, 2.45, 2.90, 3.00, 2.50, 3.00, 2.80, 2.70, 3.00, 3.00
1.00, 2.38, 3.25, 3.00, 2.25, 3.30, 3.00, 2.40, 3.10, 2.80, 2.30, 3.00, 2.90, 2.35, 3.42, 3.21, 2.38, 3.10, 2.88, 2.30, 3.20, 3.00, 2.40, 3.25, 3.12
1.00, 1.73, 3.50, 5.00, 1.72, 3.50, 4.75, 1.75, 3.30, 4.20, 1.72, 3.30, 4.60, 1.81, 3.67, 4.89, 1.80, 3.30, 4.33, 1.73, 3.40, 4.80, 1.80, 3.50, 5.00
1.00, 2.90, 3.10, 2.50, 3.10, 3.10, 2.30, 2.60, 3.10, 2.50, 2.90, 2.90, 2.40, 3.04, 3.13, 2.63, 2.80, 3.00, 2.50, 3.00, 3.13, 2.40, 3.00, 3.10, 2.60
-1.00, 4.20, 3.25, 1.91, 4.00, 3.20, 1.95, 3.20, 3.10, 2.10, 4.33, 3.00, 1.85, 4.42, 3.29, 2.02, 3.80, 3.20, 1.95, 4.00, 3.20, 1.95, 4.30, 3.25, 2.00
-1.00, 6.50, 3.90, 1.53, 6.75, 3.90, 1.48, 5.50, 3.80, 1.50, 6.50, 3.60, 1.53, 7.52, 4.05, 1.54, 6.00, 3.60, 1.55, 6.00, 3.75, 1.53, 7.00, 3.90, 1.55
1.00, 2.05, 3.25, 3.75, 2.05, 3.25, 3.50, 1.90, 3.20, 3.60, 2.00, 3.00, 3.75, 2.08, 3.22, 4.19, 2.00, 3.10, 3.75, 2.05, 3.20, 3.60, 2.10, 3.30, 3.90
1.00, 1.22, 6.50, 11.00, 1.22, 6.00, 11.00, 1.17, 5.70, 12.00, 1.22, 5.50, 12.00, 1.24, 6.47, 14.67, 1.20, 6.00, 11.00, 1.25, 5.75, 10.00, 1.25, 6.50, 12.00
1.00, 1.11, 8.50, 21.00, 1.11, 7.75, 20.00, 1.12, 6.50, 14.00, 1.11, 8.00, 26.00, 1.12, 9.50, 29.00, 1.11, 7.50, 17.00, 1.10, 8.00, 21.00, 1.12, 9.00, 23.00
1.00, 2.05, 3.20, 3.75, 1.95, 3.25, 3.90, 2.00, 3.20, 3.30, 2.05, 3.00, 3.60, 2.13, 3.24, 3.97, 2.00, 3.10, 3.75, 2.05, 3.20, 3.60, 2.10, 3.25, 3.90
0.00, 1.50, 4.00, 7.00, 1.40, 4.40, 7.00, 1.40, 4.00, 6.50, 1.45, 3.90, 7.00, 1.48, 4.47, 7.70, 1.44, 4.00, 6.50, 1.44, 4.00, 7.00, 1.50, 4.00, 7.50
0.00, 3.00, 3.20, 2.40, 2.75, 3.20, 2.50, 2.60, 3.10, 2.60, 2.90, 2.90, 2.40, 3.03, 3.30, 2.52, 2.80, 3.20, 2.38, 2.88, 3.13, 2.40, 3.10, 3.20, 2.50
0.00, 1.50, 4.00, 7.00, 1.53, 3.80, 6.00, 1.50, 3.80, 5.50, 1.45, 3.80, 7.00, 1.51, 4.23, 7.81, 1.44, 4.00, 6.50, 1.50, 3.80, 6.25, 1.53, 4.00, 7.50
0.00, 12.00, 5.00, 1.29, 9.75, 5.00, 1.28, 9.00, 4.60, 1.27, 11.00, 4.80, 1.28, 14.15, 5.45, 1.29, 9.00, 4.75, 1.30, 11.00, 5.00, 1.27, 11.00, 5.40, 1.29
1.00, 10.00, 4.33, 1.36, 7.75, 4.20, 1.40, 7.50, 4.20, 1.37, 8.00, 4.00, 1.40, 9.52, 4.80, 1.40, 7.00, 4.00, 1.44, 8.50, 4.33, 1.36, 8.50, 4.60, 1.40
1.00, 2.90, 3.10, 2.50, 2.80, 3.10, 2.50, 2.70, 3.10, 2.40, 2.90, 2.87, 2.45, 3.16, 3.21, 2.49, 2.80, 3.00, 2.50, 2.88, 3.00, 2.40, 3.10, 3.10, 2.55
1.00, 4.80, 3.30, 1.80, 4.25, 3.40, 1.80, 4.20, 3.30, 1.75, 4.60, 3.10, 1.80, 5.29, 3.67, 1.76, 4.60, 3.30, 1.75, 4.50, 3.30, 1.80, 4.80, 3.40, 1.85
0.00, 1.33, 4.75, 9.50, 1.33, 4.60, 9.00, 1.30, 4.40, 8.50, 1.33, 4.50, 9.00, 1.38, 4.93, 9.82, 1.29, 4.80, 10.00, 1.33, 5.00, 8.00, 1.36, 4.80, 11.00
-1.00, 2.00, 3.30, 3.80, 2.00, 3.30, 3.60, 2.00, 3.20, 3.30, 2.10, 3.00, 3.50, 2.18, 3.29, 3.74, 2.00, 3.20, 3.60, 2.05, 3.25, 3.50, 2.15, 3.20, 3.75
1.00, 1.60, 3.60, 6.00, 1.62, 3.60, 5.50, 1.60, 3.60, 4.80, 1.61, 3.30, 5.75, 1.62, 3.85, 6.51, 1.65, 3.50, 5.00, 1.62, 3.60, 5.25, 1.62, 3.60, 5.50
1.00, 1.91, 3.40, 4.00, 1.87, 3.30, 4.10, 1.80, 3.20, 4.00, 1.90, 3.20, 3.90, 1.98, 3.45, 4.24, 1.91, 3.20, 4.00, 1.95, 3.30, 3.80, 1.95, 3.40, 4.10
1.00, 3.50, 3.10, 2.20, 3.10, 3.20, 2.25, 3.00, 3.10, 2.20, 3.25, 2.90, 2.20, 3.50, 3.13, 2.35, 3.30, 3.10, 2.15, 3.20, 3.20, 2.20, 3.30, 3.20, 2.30
0.00, 3.75, 3.40, 2.00, 3.70, 3.25, 2.00, 3.30, 3.20, 2.00, 3.60, 3.10, 2.00, 3.91, 3.36, 2.11, 3.60, 3.20, 2.00, 3.60, 3.30, 2.00, 2.88, 3.40, 2.10
1.00, 1.17, 7.00, 17.00, 1.17, 6.50, 13.50, 1.20, 5.20, 11.00, 1.18, 6.00, 15.00, 1.00, 1.00, 1.00, 1.18, 6.00, 13.00, 1.18, 6.50, 13.00, 1.18, 7.00, 17.00
0.00, 1.91, 3.30, 4.20, 1.90, 3.25, 4.10, 1.85, 3.20, 3.80, 1.90, 3.10, 4.10, 1.93, 3.30, 4.80, 1.85, 3.20, 4.20, 1.90, 3.30, 4.00, 1.92, 3.30, 4.33
1.00, 1.30, 5.00, 10.00, 1.33, 4.25, 11.00, 1.35, 4.20, 7.50, 1.30, 4.75, 10.00, 1.32, 5.40, 11.63, 1.29, 4.75, 10.00, 1.30, 5.00, 9.50, 1.30, 5.25, 11.00
-1.00, 4.33, 3.20, 1.91, 3.70, 3.25, 2.00, 3.20, 3.10, 2.10, 4.20, 3.00, 1.90, 4.43, 3.31, 1.99, 4.00, 3.10, 1.95, 3.80, 3.30, 1.91, 4.10, 3.25, 2.00
1.00, 1.73, 3.60, 4.75, 1.72, 3.50, 4.60, 1.70, 3.50, 4.50, 1.00, 1.00, 1.00, 1.75, 3.85, 5.05, 1.65, 3.50, 5.00, 1.73, 3.60, 4.80, 1.75, 3.60, 5.00
0.00, 2.30, 3.00, 3.40, 2.35, 2.90, 3.20, 2.30, 3.10, 2.80, 2.35, 2.87, 3.10, 2.47, 2.96, 3.48, 2.45, 2.88, 3.00, 2.30, 3.13, 3.13, 2.40, 3.10, 3.30
1.00, 1.17, 7.00, 15.00, 1.15, 7.25, 14.00, 1.20, 5.20, 11.00, 1.15, 6.50, 21.00, 1.00, 1.00, 1.00, 1.18, 6.00, 13.00, 1.14, 7.00, 17.00, 1.18, 7.50, 18.00
0.00, 3.10, 3.20, 2.30, 2.80, 3.20, 2.45, 2.80, 3.10, 2.30, 2.90, 2.90, 2.40, 3.08, 3.28, 2.50, 2.88, 3.00, 2.45, 3.00, 3.13, 2.38, 3.10, 3.20, 2.45
-1.00, 10.00, 6.00, 1.25, 9.50, 5.50, 1.26, 9.00, 4.60, 1.27, 12.00, 5.20, 1.25, 14.00, 5.90, 1.27, 11.00, 5.00, 1.25, 12.00, 5.25, 1.25, 12.00, 6.00, 1.25
1.00, 2.30, 3.00, 3.40, 2.25, 3.10, 3.20, 2.10, 3.10, 3.20, 2.20, 2.90, 3.30, 2.34, 3.11, 3.55, 2.15, 3.10, 3.30, 2.25, 3.13, 3.13, 2.30, 3.20, 3.40
1.00, 1.83, 3.60, 4.20, 1.90, 3.30, 4.00, 1.80, 3.20, 4.00, 1.85, 3.25, 3.90, 1.97, 3.55, 4.15, 1.85, 3.30, 4.00, 1.90, 3.40, 4.00, 1.91, 3.60, 4.20
-1.00, 9.50, 4.50, 1.36, 7.00, 4.33, 1.42, 7.50, 4.20, 1.35, 8.50, 4.25, 1.36, 8.93, 4.80, 1.41, 7.50, 4.20, 1.40, 7.50, 4.33, 1.36, 9.50, 4.50, 1.40
1.00, 2.55, 3.25, 2.75, 2.55, 3.25, 2.65, 2.60, 3.00, 2.60, 2.60, 2.87, 2.75, 2.68, 3.26, 2.85, 2.80, 3.10, 2.45, 1.00, 1.00, 1.00, 2.70, 3.25, 2.80
0.00, 2.75, 3.10, 2.63, 2.65, 3.10, 2.65, 2.50, 3.00, 2.70, 2.70, 2.85, 2.65, 2.86, 3.07, 2.86, 2.60, 3.00, 2.70, 2.50, 3.13, 2.75, 2.80, 3.10, 2.80
-1.00, 4.33, 3.50, 1.67, 4.75, 3.50, 1.72, 4.50, 3.50, 1.65, 4.75, 3.30, 1.70, 5.46, 3.66, 1.75, 4.50, 3.40, 1.75, 4.50, 3.50, 1.73, 5.00, 3.50, 1.80
0.00, 1.40, 4.20, 9.50, 1.42, 4.20, 7.50, 1.40, 4.00, 6.50, 1.40, 3.90, 8.00, 1.44, 4.50, 8.71, 1.40, 4.20, 7.50, 1.40, 4.00, 8.00, 1.45, 4.20, 9.00
1.00, 2.00, 3.20, 4.00, 1.95, 3.25, 3.80, 1.90, 3.20, 3.60, 1.95, 3.00, 3.90, 2.01, 3.39, 4.20, 2.00, 3.20, 3.60, 1.95, 3.30, 3.75, 2.05, 3.30, 4.00
1.00, 2.90, 3.10, 2.50, 2.75, 3.20, 2.50, 2.70, 3.10, 2.40, 2.87, 2.90, 2.50, 3.15, 3.16, 2.52, 2.80, 3.00, 2.50, 2.88, 3.13, 2.50, 3.10, 3.10, 2.55
-1.00, 1.44, 4.20, 7.50, 1.44, 4.10, 7.00, 1.35, 4.20, 7.50, 1.40, 4.00, 7.00, 1.46, 4.47, 8.28, 1.44, 4.00, 6.50, 1.44, 4.00, 7.00, 1.45, 4.20, 8.50
1.00, 2.60, 3.20, 2.70, 2.60, 3.10, 2.70, 2.50, 3.00, 2.70, 2.60, 2.90, 2.70, 2.84, 3.22, 2.73, 2.70, 3.00, 2.60, 2.60, 3.13, 2.63, 2.80, 3.20, 2.70
1.00, 1.22, 5.50, 17.00, 1.22, 5.75, 12.00, 1.20, 5.20, 11.00, 1.22, 5.25, 13.00, 1.27, 5.89, 14.49, 1.20, 5.50, 13.00, 1.22, 5.50, 11.00, 1.25, 5.75, 15.00
1.00, 1.30, 5.00, 10.00, 1.28, 5.00, 10.00, 1.35, 4.20, 7.50, 1.25, 4.80, 12.00, 1.34, 5.15, 11.30, 1.25, 5.00, 11.00, 1.29, 5.00, 10.00, 1.30, 5.20, 11.50
1.00, 2.00, 3.40, 3.75, 2.00, 3.50, 3.90, 1.90, 3.20, 3.60, 1.95, 3.25, 3.60, 1.94, 3.62, 4.17, 2.00, 3.30, 3.50, 1.95, 3.40, 3.75, 1.95, 3.50, 3.90
-1.00, 10.00, 4.75, 1.33, 8.75, 4.75, 1.33, 8.00, 4.20, 1.33, 9.00, 4.33, 1.35, 11.01, 5.18, 1.34, 8.50, 4.50, 1.33, 8.50, 4.50, 1.33, 11.00, 4.75, 1.36
1.00, 2.40, 3.10, 3.10, 2.40, 3.00, 3.00, 2.20, 3.10, 3.00, 2.45, 2.90, 2.90, 2.57, 3.19, 3.05, 2.25, 3.00, 3.20, 2.40, 3.13, 2.88, 2.55, 3.10, 3.00
0.00, 7.00, 4.00, 1.50, 5.75, 4.20, 1.50, 6.00, 3.90, 1.45, 6.50, 3.80, 1.45, 7.80, 4.09, 1.52, 7.00, 4.00, 1.44, 6.00, 4.00, 1.50, 6.50, 4.20, 1.55
0.00, 2.10, 3.20, 3.60, 2.00, 3.25, 3.70, 1.90, 3.20, 3.60, 2.05, 3.00, 3.60, 2.14, 3.41, 3.73, 2.00, 3.20, 3.60, 2.10, 3.25, 3.40, 2.20, 3.30, 3.60
1.00, 2.50, 3.25, 2.80, 2.45, 3.20, 2.80, 2.40, 3.10, 2.70, 2.45, 3.00, 2.75, 2.60, 3.32, 2.91, 2.45, 3.10, 2.80, 2.50, 3.20, 2.80, 2.60, 3.20, 2.90
-1.00, 2.50, 3.00, 3.00, 2.40, 3.00, 3.00, 2.30, 3.10, 2.80, 2.35, 2.90, 3.10, 2.48, 3.11, 3.28, 2.38, 2.80, 3.20, 2.38, 3.13, 3.00, 2.50, 3.00, 3.25
0.00, 1.95, 3.20, 4.20, 2.00, 3.00, 4.00, 2.00, 3.10, 3.40, 1.90, 3.00, 4.25, 2.03, 3.15, 4.65, 2.00, 2.90, 4.00, 2.00, 3.13, 4.00, 2.00, 3.20, 4.40
1.00, 1.62, 3.75, 5.50, 1.62, 3.70, 5.25, 1.70, 3.40, 4.30, 1.61, 3.50, 5.20, 1.65, 3.96, 5.90, 1.60, 3.75, 5.00, 1.62, 3.60, 5.50, 1.70, 3.75, 5.40
1.00, 1.40, 4.50, 8.00, 1.42, 4.10, 7.50, 1.40, 4.00, 6.50, 1.45, 3.90, 6.50, 1.44, 4.54, 8.54, 1.44, 4.00, 7.00, 1.44, 4.33, 7.00, 1.45, 4.50, 7.50
0.00, 2.70, 3.10, 2.70, 2.60, 3.00, 2.75, 2.60, 3.00, 2.60, 2.62, 2.87, 2.70, 2.86, 3.07, 2.81, 2.70, 2.80, 2.75, 2.63, 3.00, 2.63, 2.80, 3.10, 2.80
-1.00, 1.75, 3.50, 4.75, 1.75, 3.40, 4.60, 1.80, 3.20, 4.00, 1.72, 3.20, 4.80, 1.77, 3.62, 5.27, 1.73, 3.40, 4.60, 1.73, 3.30, 5.00, 1.80, 3.50, 5.00
1.00, 1.18, 6.50, 15.00, 1.20, 6.00, 12.50, 1.20, 5.20, 11.00, 1.16, 6.00, 18.00, 1.19, 7.44, 18.63, 1.17, 6.00, 15.00, 1.18, 6.00, 15.00, 1.20, 6.50, 18.00
0.00, 6.00, 3.75, 1.57, 5.25, 3.70, 1.62, 4.50, 3.50, 1.65, 5.50, 3.40, 1.61, 6.14, 3.96, 1.63, 5.00, 3.75, 1.60, 5.75, 3.60, 1.57, 6.00, 3.75, 1.62
1.00, 2.38, 3.20, 3.00, 2.35, 3.20, 2.95, 2.30, 3.10, 2.80, 1.00, 1.00, 1.00, 2.52, 3.29, 3.03, 2.45, 3.00, 2.88, 2.40, 3.13, 2.88, 2.50, 3.20, 3.10
0.00, 3.80, 3.10, 2.10, 3.70, 3.20, 2.00, 3.30, 3.20, 2.00, 3.80, 2.90, 2.00, 3.82, 3.29, 2.15, 3.30, 3.00, 2.20, 3.40, 3.20, 2.10, 3.70, 3.30, 2.15
1.00, 1.73, 3.50, 5.00, 1.65, 3.60, 5.00, 1.70, 3.40, 4.30, 1.66, 3.40, 4.80, 1.74, 3.80, 5.20, 1.73, 3.40, 4.60, 1.73, 3.50, 4.80, 1.75, 3.50, 5.20
-1.00, 3.40, 3.10, 2.25, 3.20, 3.10, 2.25, 2.80, 3.10, 2.30, 3.10, 2.90, 2.30, 3.55, 2.96, 2.44, 3.20, 3.00, 2.25, 3.30, 3.13, 2.25, 3.40, 3.10, 2.38
-1.00, 1.95, 3.40, 3.90, 1.95, 3.20, 4.00, 1.85, 3.20, 3.80, 1.90, 3.10, 3.90, 1.99, 3.38, 4.31, 1.95, 3.20, 3.80, 1.95, 3.30, 3.80, 2.00, 3.40, 4.10
1.00, 1.95, 3.25, 4.10, 1.95, 3.20, 4.00, 2.00, 3.20, 3.30, 1.95, 3.00, 4.00, 2.00, 3.31, 4.40, 1.95, 3.10, 4.00, 1.95, 3.25, 4.00, 2.00, 3.30, 4.20
-1.00, 2.50, 3.10, 2.90, 2.40, 3.10, 2.95, 2.30, 3.10, 2.80, 2.45, 2.90, 2.90, 2.60, 3.10, 3.10, 2.45, 2.90, 3.00, 2.40, 3.13, 2.88, 2.55, 3.10, 3.10
1.00, 3.10, 3.30, 2.30, 3.10, 3.25, 2.20, 3.00, 3.10, 2.30, 3.20, 3.10, 2.15, 3.20, 3.39, 2.37, 3.00, 3.20, 2.25, 3.00, 3.20, 2.25, 3.30, 3.30, 2.30
-1.00, 5.75, 3.75, 1.60, 6.00, 3.70, 1.55, 5.50, 3.80, 1.50, 6.00, 3.60, 1.55, 6.65, 4.09, 1.57, 5.00, 3.75, 1.60, 5.80, 3.75, 1.57, 6.25, 3.75, 1.62
0.00, 3.00, 3.20, 2.40, 2.85, 3.10, 2.45, 2.70, 3.10, 2.40, 2.90, 2.90, 2.45, 3.24, 3.19, 2.48, 3.00, 3.10, 2.30, 3.00, 3.13, 2.38, 3.12, 3.20, 2.45
0.00, 1.80, 3.40, 4.75, 1.75, 3.40, 4.60, 1.75, 3.30, 4.20, 1.75, 3.10, 4.80, 1.81, 3.50, 5.20, 1.80, 3.25, 4.40, 1.80, 3.30, 4.80, 1.80, 3.40, 5.00
-1.00, 4.33, 3.50, 1.83, 4.00, 3.50, 1.83, 4.20, 3.30, 1.75, 4.33, 3.10, 1.80, 4.69, 3.51, 1.88, 4.33, 3.30, 1.80, 4.50, 3.30, 1.80, 4.60, 3.50, 1.87
1.00, 1.20, 6.00, 15.00, 1.18, 6.00, 15.00, 1.15, 6.00, 13.00, 1.20, 5.75, 15.00, 1.21, 6.79, 18.74, 1.17, 6.00, 15.00, 1.20, 6.25, 12.00, 1.22, 6.25, 17.00
0.00, 5.00, 3.40, 1.75, 4.50, 3.30, 1.80, 3.60, 3.20, 1.90, 4.80, 3.10, 1.75, 5.08, 3.53, 1.81, 4.50, 3.20, 1.80, 4.80, 3.40, 1.80, 5.25, 3.50, 1.75
1.00, 2.10, 3.20, 3.60, 2.00, 3.30, 3.60, 2.00, 3.20, 3.30, 2.10, 3.00, 3.40, 2.18, 3.32, 3.70, 2.00, 3.10, 3.75, 2.05, 3.25, 3.50, 2.20, 3.20, 3.60
1.00, 1.17, 7.00, 15.00, 1.18, 6.00, 15.50, 1.15, 6.00, 13.00, 1.15, 6.50, 21.00, 1.16, 7.93, 22.56, 1.18, 6.00, 13.00, 1.17, 6.50, 15.00, 1.18, 7.50, 18.00
0.00, 4.00, 3.40, 1.91, 4.33, 3.40, 1.80, 3.60, 3.20, 1.90, 4.10, 3.20, 1.85, 4.49, 3.31, 1.98, 4.20, 3.20, 1.85, 4.00, 3.30, 1.90, 4.30, 3.40, 1.95
0.00, 2.63, 3.10, 2.80, 2.55, 3.00, 2.85, 2.40, 3.10, 2.70, 2.45, 2.90, 2.85, 2.69, 3.16, 2.97, 2.45, 3.00, 2.88, 2.60, 3.00, 2.75, 2.60, 3.10, 3.00
1.00, 1.44, 4.20, 7.50, 1.40, 4.00, 8.50, 1.37, 4.10, 7.00, 1.40, 4.00, 8.00, 1.44, 4.55, 8.70, 1.40, 4.20, 7.50, 1.44, 4.00, 7.00, 1.45, 4.20, 9.00
1.00, 1.57, 3.50, 7.00, 1.60, 3.50, 6.00, 1.60, 3.40, 5.30, 1.57, 3.30, 6.50, 1.61, 3.74, 7.12, 1.67, 3.25, 5.50, 1.57, 3.40, 6.25, 1.65, 3.50, 7.00
1.00, 2.15, 3.10, 3.60, 2.20, 3.20, 3.20, 2.20, 3.10, 3.00, 2.25, 2.90, 3.10, 2.33, 3.31, 3.36, 2.15, 3.10, 3.30, 2.20, 3.13, 3.25, 2.38, 3.10, 3.40
-1.00, 1.73, 3.60, 4.75, 1.72, 3.50, 4.75, 1.70, 3.40, 4.30, 1.70, 3.20, 5.00, 1.78, 3.58, 5.35, 1.73, 3.30, 4.80, 1.73, 3.40, 5.00, 1.75, 3.50, 5.40
0.00, 2.90, 3.10, 2.50, 2.80, 3.10, 2.50, 2.60, 3.10, 2.50, 2.90, 2.90, 2.40, 3.05, 3.26, 2.53, 2.70, 3.00, 2.60, 2.88, 3.00, 2.50, 3.00, 3.10, 2.60
1.00, 5.50, 3.75, 1.62, 5.00, 3.60, 1.65, 5.00, 3.70, 1.55, 5.50, 3.50, 1.57, 6.01, 3.97, 1.63, 6.00, 3.60, 1.55, 5.50, 3.60, 1.62, 6.25, 3.80, 1.62
-1.00, 4.20, 3.50, 1.85, 4.10, 3.40, 1.83, 3.80, 3.20, 1.85, 4.33, 3.20, 1.80, 4.60, 3.63, 1.86, 3.80, 3.30, 1.91, 4.33, 3.30, 1.83, 4.33, 3.50, 1.87
-1.00, 2.80, 3.10, 2.60, 2.70, 3.10, 2.60, 2.70, 3.10, 2.40, 2.65, 3.00, 2.55, 3.00, 3.18, 2.65, 2.80, 3.00, 2.50, 2.80, 3.00, 2.60, 2.90, 3.10, 2.70
-1.00, 5.25, 3.60, 1.67, 4.75, 3.50, 1.70, 4.00, 3.20, 1.80, 5.00, 3.30, 1.66, 5.42, 3.77, 1.72, 5.00, 3.50, 1.65, 5.25, 3.40, 1.67, 5.50, 3.60, 1.73
-1.00, 5.50, 3.50, 1.67, 4.60, 3.60, 1.72, 4.50, 3.50, 1.65, 4.80, 3.50, 1.66, 5.10, 3.83, 1.74, 4.33, 3.50, 1.75, 4.80, 3.50, 1.67, 5.00, 3.50, 1.75
-1.00, 2.38, 3.10, 3.10, 2.30, 3.10, 3.10, 2.20, 3.10, 3.00, 2.40, 2.90, 2.90, 2.42, 3.18, 3.31, 2.30, 3.00, 3.10, 2.38, 3.13, 3.00, 2.45, 3.10, 3.20
1.00, 1.91, 3.40, 4.00, 1.95, 3.25, 3.90, 1.90, 3.20, 3.60, 1.90, 3.10, 4.00, 1.99, 3.39, 4.29, 1.95, 3.20, 3.80, 1.95, 3.25, 4.00, 1.95, 3.40, 4.20
1.00, 1.25, 5.50, 12.00, 1.28, 5.00, 10.50, 1.25, 4.80, 9.50, 1.25, 4.80, 12.00, 1.29, 5.48, 13.83, 1.25, 4.80, 12.00, 1.27, 5.00, 10.00, 1.29, 5.40, 13.00
1.00, 3.00, 3.20, 2.38, 2.90, 3.10, 2.45, 2.70, 3.10, 2.40, 3.00, 2.90, 2.35, 3.09, 3.29, 2.49, 2.90, 3.10, 2.38, 2.88, 3.13, 2.40, 3.12, 3.20, 2.45
1.00, 1.25, 5.00, 15.00, 1.25, 5.25, 11.00, 1.25, 4.80, 9.50, 1.25, 5.00, 13.00, 1.26, 5.80, 15.86, 1.25, 5.00, 11.00, 1.27, 4.80, 12.00, 1.25, 5.40, 15.00
0.00, 2.10, 3.30, 3.50, 2.15, 3.20, 3.30, 2.00, 3.20, 3.30, 2.15, 3.00, 3.30, 2.27, 3.30, 3.55, 2.05, 3.10, 3.60, 2.10, 3.20, 3.30, 2.25, 3.25, 3.50
1.00, 2.75, 3.00, 2.75, 2.80, 3.10, 2.50, 2.60, 3.00, 2.60, 2.80, 2.80, 2.60, 2.79, 3.11, 2.86, 2.80, 3.00, 2.50, 2.63, 3.00, 2.75, 2.80, 3.00, 2.88
1.00, 2.20, 3.20, 3.40, 2.05, 3.30, 3.40, 2.20, 2.90, 3.20, 2.10, 3.10, 3.30, 2.23, 3.36, 3.53, 2.15, 3.10, 3.30, 2.20, 3.25, 3.25, 2.25, 3.25, 3.50
-1.00, 1.67, 3.60, 5.50, 1.65, 3.40, 5.50, 1.60, 3.60, 4.80, 1.60, 3.30, 6.00, 1.69, 3.58, 6.18, 1.65, 3.30, 5.50, 1.62, 3.50, 5.50, 1.67, 3.60, 6.00
1.00, 1.22, 5.50, 15.00, 1.22, 5.50, 12.50, 1.20, 5.20, 11.00, 1.25, 5.00, 13.00, 1.26, 5.95, 14.50, 1.25, 5.00, 11.00, 1.25, 5.25, 12.00, 1.25, 5.50, 15.00
-1.00, 13.00, 4.50, 1.30, 11.00, 4.50, 1.30, 8.50, 4.40, 1.30, 11.00, 4.50, 1.30, 12.10, 5.21, 1.32, 9.00, 4.20, 1.35, 10.00, 4.33, 1.33, 12.00, 4.75, 1.33
-1.00, 4.50, 3.50, 1.80, 4.40, 3.40, 1.80, 4.20, 3.30, 1.75, 4.33, 3.25, 1.80, 4.49, 3.49, 1.92, 4.33, 3.30, 1.80, 4.33, 3.40, 1.80, 4.75, 3.50, 1.85
1.00, 1.75, 3.50, 4.75, 1.65, 3.60, 5.00, 1.65, 3.50, 4.50, 1.72, 3.25, 4.80, 1.76, 3.74, 5.14, 1.73, 3.40, 4.60, 1.73, 3.50, 4.80, 1.80, 3.50, 5.20
-1.00, 2.30, 3.20, 3.20, 2.20, 3.10, 3.30, 2.20, 3.10, 3.00, 2.20, 2.90, 3.30, 2.35, 3.18, 3.47, 2.30, 3.00, 3.10, 2.25, 3.13, 3.13, 2.38, 3.12, 3.40
-1.00, 6.00, 3.60, 1.62, 6.25, 3.30, 1.62, 5.00, 3.50, 1.60, 5.75, 3.30, 1.62, 6.29, 3.88, 1.63, 5.00, 3.30, 1.70, 5.75, 3.40, 1.62, 6.25, 3.60, 1.67
1.00, 1.10, 9.00, 21.00, 1.11, 9.00, 15.00, 1.10, 7.00, 15.00, 1.13, 7.50, 21.00, 1.15, 8.80, 22.00, 1.12, 7.00, 17.00, 1.13, 8.00, 17.00, 1.13, 9.00, 23.00
